omit	4.818720624509534E-4
darn	4.8082118971133424E-4
lyme	4.804297227042161E-4
ammo	4.7863826850409844E-4
linn	4.786000335597518E-4
veto	4.7701034221980175E-4
bien	4.7655652284190296E-4
clam	4.7618417330695813E-4
nerd	4.7604535104748424E-4
guts	4.756485899711489E-4
axel	4.752244762038578E-4
alec	4.744094836593617E-4
bans	4.738333124595537E-4
buds	4.732221415799207E-4
sire	4.7291714437001724E-4
ding	4.727342048670665E-4
coma	4.726965581526329E-4
thug	4.7202803485647994E-4
sham	4.7077128164730203E-4
loaf	4.705189310146143E-4
skid	4.701539343535823E-4
poop	4.6681720017194793E-4
whey	4.654654478318165E-4
curt	4.648442770436621E-4
moth	4.634425251609235E-4
mash	4.632989970621454E-4
germ	4.631460572847589E-4
atop	4.577587536263194E-4
kemp	4.574643445548504E-4
puck	4.570384660978203E-4
moor	4.536958496170557E-4
lube	4.5314467818855127E-4
sway	4.5299791482525154E-4
toad	4.504847025218522E-4
eros	4.4971470956570246E-4
malt	4.470794395553504E-4
pods	4.437000587050218E-4
dict	4.4082214385554694E-4
clap	4.405000879781658E-4
sera	4.400086218858334E-4
paws	4.3830246102310436E-4
poke	4.3828128474623543E-4
dope	4.3676394568558746E-4
kiln	4.3654041831863794E-4
sous	4.3586101276909406E-4
jock	4.352151363245926E-4
dyed	4.3477337565991085E-4
wasp	4.343019093846213E-4
fuss	4.339357362637632E-4
muir	4.3391691290654643E-4
swat	4.3374279685229106E-4
anus	4.330933910283114E-4
sine	4.2689521243476693E-4
exon	4.264805103460843E-4
toro	4.260458084403588E-4
bray	4.2593139772227547E-4
roar	4.244334702487573E-4
gall	4.2402965041346563E-4
meme	4.2351259631991664E-4
jugs	4.23332009736618E-4
apes	4.2290642539454437E-4
dali	4.22039080387789E-4
bona	4.205708585248786E-4
slit	4.1883028621223764E-4
ecco	4.179632353204388E-4
cine	4.138668022061326E-4
beep	4.1109594520082835E-4
camo	4.105174210813683E-4
toms	4.1046595096397856E-4
slid	4.1011418947598964E-4
hons	4.076853881651094E-4
nana	4.0761627115032894E-4
raft	4.0716539292199526E-4
brow	4.0459865169651066E-4
zack	4.0411453847809107E-4
gels	4.04077185878614E-4
vars	4.0191220568372546E-4
fink	4.01452798121653E-4
deem	4.0138191641713345E-4
flax	4.0093015584393023E-4
tart	4.006945697637637E-4
tram	4.002751618357769E-4
iced	4.0002222297317615E-4
bile	3.980245941885432E-4
shri	3.970925438913551E-4
meer	3.9667519476806385E-4
heir	3.9634784482146546E-4
loco	3.950455037940281E-4
feds	3.9498991606724723E-4
baba	3.9461903710708495E-4
loom	3.934858121796423E-4
grub	3.9323316743199806E-4
