ornery	8.570997935365483E-5
logons	8.561428493067951E-5
bifold	8.554593177141143E-5
mobbed	8.54922257177008E-5
rosier	8.548148450695867E-5
wapiti	8.542875492695187E-5
termly	8.536821355731442E-5
flyboy	8.530083687175018E-5
pistil	8.52852132924889E-5
shrews	8.524224844952039E-5
chippy	8.521295423840549E-5
jigger	8.512116571024551E-5
piggie	8.510847155209571E-5
intime	8.506062434060806E-5
thalis	8.502937718208551E-5
swipes	8.502742423467785E-5
steams	8.500887123430509E-5
hackle	8.496102402281743E-5
journo	8.491512975873743E-5
sholom	8.488583554762253E-5
duende	8.476084691353233E-5
bunyip	8.467979959611447E-5
maquis	8.452746969831702E-5
parsec	8.45001284346098E-5
merkin	8.449426959238681E-5
wabbit	8.447864601312553E-5
foment	8.441322227496894E-5
mayfly	8.438002216903873E-5
jogged	8.433217495755108E-5
alcool	8.423550406087194E-5
pokies	8.423257463976045E-5
oblate	8.420718632346087E-5
smarmy	8.419937453383023E-5
lasing	8.402165631973322E-5
rosing	8.399040916121066E-5
instil	8.396013847639195E-5
zeroth	8.392986779157322E-5
boules	8.389080884342004E-5
satiny	8.385467931637834E-5
pernod	8.384296163193238E-5
trudge	8.38009732626677E-5
clasts	8.379316147303706E-5
lagers	8.377753789377579E-5
swirly	8.362227857486686E-5
jalopy	8.358321962671367E-5
waists	8.354904304707964E-5
boudin	8.354611362596815E-5
villar	8.354025478374516E-5
demote	8.353927831004133E-5
quidam	8.351486646744559E-5
apiary	8.349631346707283E-5
ployed	8.349143109855368E-5
doofus	8.348459578262686E-5
anneal	8.346701925595793E-5
preyed	8.326391272556136E-5
relent	8.325414798852305E-5
zillah	8.323754793555795E-5
meanie	8.317798303962433E-5
parang	8.305690030034945E-5
brawls	8.301979429960391E-5
swaths	8.300319424663881E-5
encase	8.287039382291797E-5
pummel	8.278446413698095E-5
bobber	8.270048739845159E-5
succor	8.269072266141329E-5
sodden	8.261260476510692E-5
towhee	8.257354581695372E-5
tendre	8.25003102891665E-5
frizzy	8.24710160780516E-5
ladino	8.24544160250865E-5
emigre	8.245148660397501E-5
frocks	8.244367481434437E-5
abbess	8.235188628618437E-5
secant	8.215854449282609E-5
gargle	8.210679138652312E-5
mincer	8.19320025935376E-5
compas	8.191247311946099E-5
smirky	8.187048475019632E-5
numbed	8.185486117093504E-5
zither	8.182263753870866E-5
bathes	8.181091985426271E-5
mangal	8.180799043315122E-5
drover	8.18011551172244E-5
