search	1.0
online	0.5871702957777322
people	0.469003616524645
health	0.4300550636060421
should	0.3925698248857874
system	0.387635666154335
policy	0.3753583158050282
number	0.3747586994330334
please	0.3711052650585237
rights	0.3437688778609681
public	0.34106871422213775
school	0.33498644798040716
review	0.33109076903297774
united	0.2922392092473763
center	0.2873948792613603
travel	0.28095032467545594
report	0.27950326681132914
member	0.2771807446127179
before	0.2710163891561275
hotels	0.2690291655685162
office	0.26051305033767447
design	0.25822684905495086
posted	0.2576438288300264
within	0.255241348082177
states	0.25479813350332464
family	0.24818451616623402
prices	0.23770858696464747
sports	0.22640935274794025
county	0.22221355558411243
access	0.21285855765315279
change	0.20564657675982936
rating	0.20296854685044374
during	0.20150950277160246
return	0.20079205629424024
events	0.1965011291092379
little	0.18273974867195622
movies	0.17844038182473168
source	0.17573000231801186
author	0.17558310161400772
around	0.1746032952054268
course	0.1737895205736555
canada	0.17298617565751476
credit	0.1717778714728166
estate	0.16527427538088388
select	0.16470479298738927
photos	0.16387909463522046
thread	0.1635774462845282
market	0.15856971123596594
really	0.15822134447738764
action	0.15821161977577122
series	0.15771862359102387
second	0.15559463900234902
forums	0.154683829249207
better	0.1533838820309307
friend	0.15089167409091017
server	0.1501704691662619
issues	0.14657482934086077
street	0.1456222597133008
things	0.1444887094729993
person	0.14329697702352884
mobile	0.1420671874879253
offers	0.13874510677065208
recent	0.1384305064727522
stores	0.13788827453091038
memory	0.13717486284289238
social	0.13628289512633948
august	0.13617894168877717
create	0.13384634618743724
single	0.13158393571003374
latest	0.12884782709769171
status	0.12595982800071898
browse	0.12571165916183805
seller	0.12476292512298671
always	0.124631993669935
result	0.12442720565182043
groups	0.12285432329211297
making	0.12127675971746936
future	0.11897782424117413
become	0.11766023409601704
garden	0.11621500614361124
listed	0.1151764423828498
energy	0.1146878432591908
images	0.11111106207043177
notice	0.1110170393704374
others	0.10877693838774533
format	0.10866162856100747
months	0.10857631502997758
safety	0.10845152852594406
having	0.10678725799229519
common	0.10530221627756316
living	0.10469356654733422
called	0.10446135035935278
period	0.10146165438834635
window	0.10029528877275397
region	0.1001396652291535
island	0.0999098580017994
record	0.09982953815729088
direct	0.0998289005199623
update	0.09839455634345938
either	0.09681054316000198
centre	0.09497011677018222
