uplinks	1.1580086632370522E-4
compter	1.1573738155336717E-4
luckier	1.1573273632626925E-4
browses	1.1571105859981236E-4
oddness	1.1565686428367012E-4
smidgen	1.1563983178431113E-4
tossers	1.1561815405785423E-4
settees	1.1557789542300572E-4
morphos	1.1557789542300572E-4
anodyne	1.1556241133267936E-4
sundaes	1.154369902010359E-4
echelle	1.1543079656490534E-4
enigmas	1.1542150611070954E-4
humored	1.1535027929520831E-4
befalls	1.153146658874577E-4
mullens	1.153022786151966E-4
fenland	1.1522485816356483E-4
dinmont	1.1511182430418245E-4
thumped	1.1508240453256238E-4
staters	1.150436943067465E-4
boffins	1.1496782226414735E-4
shrubby	1.1483620749637335E-4
racemic	1.1482691704217753E-4
drosera	1.1478356158926374E-4
provers	1.1477891636216584E-4
yearend	1.1474794818151313E-4
otolith	1.1473710931828469E-4
cubical	1.1473556090925205E-4
opaques	1.1473401250021941E-4
flapped	1.1473401250021941E-4
cubbies	1.14672076138914E-4
biaxial	1.146503984124571E-4
sculpin	1.1460549455051067E-4
forsook	1.1459465568728223E-4
wickens	1.1456523591566215E-4
ensigns	1.1445839569241031E-4
ploughs	1.1418432729363383E-4
godward	1.1413322979555686E-4
telesis	1.1411000366006733E-4
averred	1.1409606797877361E-4
norland	1.140124538910113E-4
wielder	1.1395206593873853E-4
hastens	1.1388393594130256E-4
reamers	1.138591613967804E-4
sandlot	1.1374922435546328E-4
candour	1.1373993390126747E-4
pollens	1.1371670776577794E-4
twiddle	1.1368573958512523E-4
roadbed	1.136408357231788E-4
goldens	1.1363464208704826E-4
xylenes	1.1360057708833028E-4
mourner	1.1357270572574285E-4
quested	1.135618668625144E-4
paupers	1.1354638277218804E-4
naturae	1.1351076936443742E-4
statice	1.1349064004701316E-4
bookend	1.1332031505342327E-4
affiant	1.1330173414503165E-4
curragh	1.1329399209986847E-4
partook	1.132475398288894E-4
slaving	1.1318560346758399E-4
neogene	1.1317476460435554E-4
blacken	1.1310663460691958E-4
junkets	1.130416014275489E-4
schemer	1.1303695620045099E-4
clarets	1.1300908483786356E-4
rodding	1.1296727779398239E-4
mummers	1.128975993875138E-4
spinone	1.1285888916169792E-4
intrust	1.1284185666233893E-4
escudos	1.1274121007521762E-4
lackeys	1.1266378962358585E-4
codicil	1.1263127303390051E-4
purines	1.1261578894357416E-4
puerile	1.126003048532478E-4
enolase	1.1252907803774657E-4
combust	1.124826257667675E-4
damming	1.1242843145062527E-4
bagasse	1.1242533463255999E-4
palaver	1.1240830213320101E-4
gorgias	1.1240210849707047E-4
overran	1.1234636577189559E-4
nonsuch	1.1229062304672071E-4
blusher	1.1227978418349227E-4
shiting	1.1221010577702367E-4
terrane	1.1211720123506556E-4
ribcage	1.121017171447392E-4
reveled	1.1207229737311912E-4
griller	1.1190197237952923E-4
legless	1.1185552010855016E-4
symbole	1.1182145510983218E-4
mortice	1.1181526147370164E-4
retinas	1.1171616329561298E-4
unsharp	1.1165422693430755E-4
helipad	1.1161087148139376E-4
radioed	1.1155667716525153E-4
drawbar	1.114637726232934E-4
panicle	1.1139099739875953E-4
outshot	1.1133370626455202E-4
reverso	1.1131357694712776E-4
knicker	1.1130583490196459E-4
scruple	1.1126093104001816E-4
ordeals	1.1118196217935375E-4
honeyed	1.1117576854322321E-4
benzoin	1.1112467104514625E-4
honchos	1.1107821877416718E-4
dilutes	1.1106428309287346E-4
throaty	1.1103641173028603E-4
mooning	1.1099924991350277E-4
densest	1.1088931287218565E-4
tilings	1.1086144150959822E-4
fording	1.1085060264636978E-4
stowers	1.1084595741927187E-4
papilio	1.1081344082958652E-4
coverts	1.1073292355988948E-4
crapper	1.1055175970307114E-4
dingbat	1.1052853356758161E-4
rouleau	1.1050840425015735E-4
codling	1.1023123903331561E-4
sodding	1.1012904403716167E-4
chirped	1.1011046312877005E-4
humpers	1.1008104335714997E-4
imbibed	1.1007175290295416E-4
brattle	1.1002530063197509E-4
savaged	1.0998039677002867E-4
spouted	1.0996026745260441E-4
batiste	1.099463317713107E-4
archean	1.0992000881775588E-4
kaddish	1.0989213745516845E-4
cerning	1.0983794313902621E-4
retaken	1.0974503859706809E-4
thralls	1.0955458428605392E-4
rompers	1.0950193837894433E-4
outgrew	1.094570345169979E-4
tirades	1.0944155042667154E-4
studier	1.094400020176389E-4
troller	1.0943380838150836E-4
backout	1.09269677024049E-4
upslope	1.0924799929759211E-4
tranter	1.092387088433963E-4
grandly	1.0922322475306995E-4
fictive	1.091814177091888E-4
stivers	1.091597399827319E-4
vitiate	1.091473527104708E-4
hatreds	1.0911328771175283E-4
imperil	1.0908696475819803E-4
salamis	1.0908231953110013E-4
surfeit	1.090420608962516E-4
douches	1.0901418953366416E-4
equines	1.0898786658010937E-4
sulking	1.0893986590009766E-4
keenest	1.0892902703686922E-4
bandura	1.0892902703686922E-4
smooths	1.0892747862783658E-4
dieback	1.0892438180977132E-4
detente	1.0892128499170604E-4
nibbler	1.0891818817364078E-4
mimesis	1.088670906755638E-4
circlet	1.0884541294910691E-4
cappers	1.0883457408587845E-4
incests	1.0872928227165925E-4
aniseed	1.0872154022649607E-4
fantail	1.0869831409100654E-4
odorous	1.0868437840971282E-4
codings	1.0867199113745174E-4
caisson	1.0866424909228856E-4
cedilla	1.0865650704712538E-4
inkblot	1.0862089363937477E-4
cloying	1.0859457068581997E-4
elegies	1.085171502341882E-4
acacias	1.0828798569735816E-4
partons	1.0828643728832552E-4
idolize	1.0824153342637909E-4
bandaid	1.0818733911023685E-4
rehired	1.0816566138377996E-4
gallops	1.081548225205515E-4
maiming	1.0808204729601765E-4
faience	1.0806191797859338E-4
coronel	1.0788849616693822E-4
mauling	1.0787146366757922E-4
pricier	1.0781107571530645E-4
classis	1.07800236852078E-4
creeped	1.0778165594368637E-4
heptane	1.0776772026239266E-4
biggies	1.0757107231524795E-4
rumpled	1.0756333027008477E-4
hunches	1.0756023345201951E-4
scalded	1.075292652713668E-4
blighty	1.075246200442689E-4
jazzman	1.0751532959007308E-4
medevac	1.0748436140942037E-4
qawwali	1.0740384413972333E-4
earlobe	1.0740074732165806E-4
witched	1.0739145686746224E-4
dockage	1.0736513391390744E-4
polyols	1.073589402777769E-4
seducer	1.0733726255132E-4
marring	1.0723506755516606E-4
demised	1.0717467960289329E-4
sapwood	1.0714990505837112E-4
pumpers	1.0711738846868578E-4
reposed	1.0709880756029415E-4
kinglet	1.0708332346996779E-4
mildest	1.0703687119898873E-4
mycoses	1.0698887051897704E-4
peddled	1.069702896105854E-4
kneecap	1.0694396665703061E-4
sniffle	1.0692693415767161E-4
entices	1.0690525643121472E-4
harlots	1.0689751438605154E-4
humours	1.0687119143249674E-4
chamfer	1.0683248120668086E-4
wadding	1.0677364166344071E-4
redraws	1.0676744802731017E-4
voltaic	1.0675196393698382E-4
codices	1.067380282556901E-4
cheapen	1.0667299507631941E-4
wobbles	1.0664047848663406E-4
pourers	1.0656460644403493E-4
woolies	1.064717019020768E-4
bumpkin	1.0645621781175045E-4
buskers	1.063927330414124E-4
reneged	1.0629982849945427E-4
copping	1.0627660236396474E-4
statism	1.062487310013773E-4
trended	1.0617905259490871E-4
intoned	1.0612021305166856E-4
roseate	1.0610937418844012E-4
quintal	1.0601182441938409E-4
invoker	1.0589104851483852E-4
casette	1.0587556442451217E-4
attaboy	1.0584924147095736E-4
subcode	1.05833757380631E-4
leering	1.058074344270762E-4
atoning	1.0575788533803187E-4
randoms	1.0571298147608544E-4
ethnics	1.0571143306705282E-4
nongame	1.0568201329543274E-4
lichter	1.056758196593022E-4
urgence	1.0553955966443029E-4
